	UID	beer_name	rating
15519916	1865	Rupture	4.22
15520055	2004	Rupture	4.0
15520093	2042	Rupture	4.13
15520121	2070	Rupture	4.46
15520207	2156	Rupture	4.24
15520347	2296	Rupture	4.28
15520355	2304	Rupture	3.93
15520666	2615	Rupture	4.12
15520990	257	S'more Money S'more Problems	4.08
15521739	1006	S'more Money S'more Problems	4.31
15521995	1262	S'more Money S'more Problems	3.96
15522423	1690	S'more Money S'more Problems	3.95
15523225	2492	S'more Money S'more Problems	4.03
15523672	257	Serpent's Stout - Blended Bourbon Barrel-Aged	4.28
15526354	257	Snow On The Maple Tree	4.25
15526406	309	Snow On The Maple Tree	3.6
15526537	440	Snow On The Maple Tree	4.07
15526580	483	Snow On The Maple Tree	4.29
15526700	603	Snow On The Maple Tree	4.25
15529036	257	Xtra-Citra Pale Ale	3.88
15529807	1028	Xtra-Citra Pale Ale	4.43
15529896	1117	Xtra-Citra Pale Ale	4.01
15530005	1226	Xtra-Citra Pale Ale	4.12
15530590	1811	Xtra-Citra Pale Ale	4.23
15530639	1860	Xtra-Citra Pale Ale	4.4
15531089	2310	Xtra-Citra Pale Ale	4.06
15531375	2596	Xtra-Citra Pale Ale	3.98
15531718	257	Öö	4.06
15532124	663	Öö	4.54
15533933	2472	Öö	4.29
15533968	2507	Öö	4.13
15534401	258	2015 Vintage Oak Aged Ale (Barrel No. 195)	4.25
15537083	258	34 Porter Bourbon Barrel Aged	4.15
15539765	258	Banryu Ichi	4.0
15542447	258	Birds Of A Feather	4.36
15542942	753	Birds Of A Feather	4.21
15543392	1203	Birds Of A Feather	4.43
15543492	1303	Birds Of A Feather	4.17
15545129	258	Black Damnation XIX - Maestro	4.0
15547811	258	Black Damnation XX - Ma Boule	4.11
15549512	1959	Black Damnation XX - Ma Boule	3.87
15550493	258	Brewmaster’s Selection Wild Tripel Hop	3.75
15553175	258	Cerise Cassée	4.05
15555857	258	Corsendonk Pater / Abbey Brown Ale	3.99
15556549	950	Corsendonk Pater / Abbey Brown Ale	4.0
15556738	1139	Corsendonk Pater / Abbey Brown Ale	3.76
15556740	1141	Corsendonk Pater / Abbey Brown Ale	4.5
15557098	1499	Corsendonk Pater / Abbey Brown Ale	3.19
15557242	1643	Corsendonk Pater / Abbey Brown Ale	4.35
15557754	2155	Corsendonk Pater / Abbey Brown Ale	4.18
15557766	2167	Corsendonk Pater / Abbey Brown Ale	4.09
15557897	2298	Corsendonk Pater / Abbey Brown Ale	4.04
15558539	258	Cowbell Imperial Oatmeal Milk Stout	4.4
15559060	779	Cowbell Imperial Oatmeal Milk Stout	4.3
15559231	950	Cowbell Imperial Oatmeal Milk Stout	4.18
15560909	2628	Cowbell Imperial Oatmeal Milk Stout	3.5
15561221	258	Cuppa	4.16
15561903	940	Cuppa	3.84
15563903	258	Cuppa on Nitro	4.1
15566585	258	Double Daddy	3.67
15568513	2186	Double Daddy	3.5
15569267	258	Dulachan	4.05
15570045	1036	Dulachan	3.98
15571949	258	Ecstasy of Gold	4.21
15572809	1118	Ecstasy of Gold	3.64
15574631	258	Fully Loaded IPA	3.75
15575409	1036	Fully Loaded IPA	3.78
15577313	258	Galactic Double Daisy Cutter	4.15
15577713	658	Galactic Double Daisy Cutter	4.25
15578148	1093	Galactic Double Daisy Cutter	4.48
15578456	1401	Galactic Double Daisy Cutter	4.41
15578594	1539	Galactic Double Daisy Cutter	4.3
15578801	1746	Galactic Double Daisy Cutter	4.05
15578862	1807	Galactic Double Daisy Cutter	4.09
15579131	2076	Galactic Double Daisy Cutter	3.96
15579995	258	Liquid Love Stout	4.0
15582677	258	Mangonada	4.05
15585359	258	Nik's Bitter (But Never Angry)	4.0
15588041	258	Press Tart	3.75
15588112	329	Press Tart	3.0
15588297	514	Press Tart	4.25
15588670	887	Press Tart	3.76
15588708	925	Press Tart	4.1
15589854	2071	Press Tart	4.09
15590723	258	Railbender Ale	3.5
15591606	1141	Railbender Ale	4.0
15592019	1554	Railbender Ale	3.63
15592121	1656	Railbender Ale	3.56
15593405	258	Rhapsody	4.0
15596087	258	Rio Reserva	4.33
15597077	1248	Rio Reserva	4.28
15597818	1989	Rio Reserva	4.24
15598336	2507	Rio Reserva	4.13
15598769	258	Roll In The Hay	3.97
15601451	258	Scotch De Silly	4.0
15601663	470	Scotch De Silly	4.28
15604133	258	Sour Brainless On Pineapple	4.15
15605879	2004	Sour Brainless On Pineapple	4.25
15606815	258	St. Amatus 12	4.26
15607808	1251	St. Amatus 12	4.17
15608546	1989	St. Amatus 12	4.35
15609497	258	Trappist Westvleteren Blond	4.17
15610394	1155	Trappist Westvleteren Blond	4.48
15610737	1498	Trappist Westvleteren Blond	3.79
15610738	1499	Trappist Westvleteren Blond	4.28
15611432	2193	Trappist Westvleteren Blond	4.4
15611534	2295	Trappist Westvleteren Blond	4.37
15611664	2425	Trappist Westvleteren Blond	4.3
15611719	2480	Trappist Westvleteren Blond	4.26
15611880	2641	Trappist Westvleteren Blond	4.25
15612179	258	Unicorn's Revenge	4.07
15613728	1807	Unicorn's Revenge	3.94
15614861	258	Voodoo Love Child	4.0
15615852	1249	Voodoo Love Child	4.1
15616063	1460	Voodoo Love Child	4.44
15616794	2191	Voodoo Love Child	4.11
15617543	258	"Winterkoninkske Grand Cru "" American Oak Finish """	4.22
15620226	259	Moritz	2.25
15620716	749	Moritz	2.74
15622514	2547	Moritz	4.71
15622908	259	Piraat	3.38
15622943	294	Piraat	4.0
15623025	376	Piraat	2.46
15623106	457	Piraat	4.75
15623428	779	Piraat	4.0
15623465	816	Piraat	3.97
15624032	1383	Piraat	4.33
15624109	1460	Piraat	4.61
15624220	1571	Piraat	4.05
15624412	1763	Piraat	4.35
15624488	1839	Piraat	4.14
15624768	2119	Piraat	3.75
15624916	2267	Piraat	4.31
15624947	2298	Piraat	4.21
15624960	2311	Piraat	4.0
15624970	2321	Piraat	4.8
15625100	2451	Piraat	4.47
15625162	2513	Piraat	4.0
15625592	261	Organic Cherry	4.78
15625823	492	Organic Cherry	3.0
15626256	925	Organic Cherry	4.32
15626403	1072	Organic Cherry	3.86
15628276	263	Abbaye Cistercienne Paix-Dieu	3.56
15629153	1140	Abbaye Cistercienne Paix-Dieu	3.97
15629181	1168	Abbaye Cistercienne Paix-Dieu	4.1
15629269	1256	Abbaye Cistercienne Paix-Dieu	4.23
15629534	1521	Abbaye Cistercienne Paix-Dieu	3.81
15629744	1731	Abbaye Cistercienne Paix-Dieu	4.0
15630958	263	Belgoo Bio Ambrée	2.23
15633640	263	Black Top	3.28
15633907	530	Black Top	3.75
15634277	900	Black Top	4.21
15635960	2583	Black Top	4.28
15636322	263	Boathouse Pilsner	2.41
15637874	1815	Boathouse Pilsner	3.25
15639004	263	Brasserie LeFort	3.58
15640405	1664	Brasserie LeFort	4.0
15641686	263	Brugse Zot Dubbel	3.47
15642469	1046	Brugse Zot Dubbel	3.72
15643139	1716	Brugse Zot Dubbel	3.68
15644368	263	Bush Ambrée Triple	3.41
15644486	381	Bush Ambrée Triple	4.0
15644672	567	Bush Ambrée Triple	2.32
15647050	263	Camden Pale Ale	3.82
15649732	263	Ciney Brune	2.64
15650612	1143	Ciney Brune	4.09
15651766	2297	Ciney Brune	3.52
15652414	263	Egotripel Dark	2.91
15655096	263	Ename Dubbel	3.43
15657778	263	Grimbergen Optimo Bruno	3.16
15660460	263	Hopus	3.06
15661336	1139	Hopus	3.68
15663142	263	Kasteel Rouge	2.14
15663197	318	Kasteel Rouge	3.84
15663217	338	Kasteel Rouge	4.25
15663299	420	Kasteel Rouge	3.87
15663337	458	Kasteel Rouge	4.38
15663447	568	Kasteel Rouge	3.19
15663502	623	Kasteel Rouge	4.89
15663659	780	Kasteel Rouge	4.13
15664204	1325	Kasteel Rouge	4.45
15664270	1391	Kasteel Rouge	4.04
15664426	1547	Kasteel Rouge	4.09
15664888	2009	Kasteel Rouge	3.73
15665143	2264	Kasteel Rouge	3.0
15665364	2485	Kasteel Rouge	3.93
15665824	263	Leffe 9	2.83
15668506	263	Leffe Royale Cascade IPA	3.46
15671188	263	Leffe Royale Ella - Derwent Valley Tasmania	3.45
15673870	263	Leffe Royale Mapuche	3.38
15676552	263	Limited Edition 2017 Poperinges Hommelbier	3.54
15679234	263	London Pale Ale	3.22
15679835	864	London Pale Ale	3.73
15681481	2510	London Pale Ale	3.21
15681916	263	Palm Hop Select	3.21
15684598	263	Rustic Red	3.28
15686110	1775	Rustic Red	2.16
15687280	263	Super 8 IPA	3.44
15689962	263	The Calling	3.6
15690026	327	The Calling	3.5
15690223	524	The Calling	4.2
15690247	548	The Calling	4.0
15690375	676	The Calling	3.24
15690395	696	The Calling	3.84
15690755	1056	The Calling	4.6
15690770	1071	The Calling	4.14
15690862	1163	The Calling	3.79
15691127	1428	The Calling	3.95
15691217	1518	The Calling	4.0
15691229	1530	The Calling	3.74
15691318	1619	The Calling	3.64
15691380	1681	The Calling	4.25
15691562	1863	The Calling	4.09
15691664	1965	The Calling	4.24
15692011	2312	The Calling	3.84
15692061	2362	The Calling	4.39
15692065	2366	The Calling	4.24
15692079	2380	The Calling	4.81
15692252	2553	The Calling	4.18
15692337	2638	The Calling	4.1
15692644	263	Tongerlo 6 Dubbel Bruin	3.7
15694679	2298	Tongerlo 6 Dubbel Bruin	3.44
15695326	263	Tongerlo Prior Tripel 9	3.09
15696743	1680	Tongerlo Prior Tripel 9	3.65
15697361	2298	Tongerlo Prior Tripel 9	3.63
15698008	263	Trappist India Pale Ale	3.03
15698885	1140	Trappist India Pale Ale	3.87
15699028	1283	Trappist India Pale Ale	2.96
15699597	1852	Trappist India Pale Ale	3.74
15700182	2437	Trappist India Pale Ale	3.98
15700690	263	Urthel Samaranth	2.89
15701857	1430	Urthel Samaranth	4.52
15702587	2160	Urthel Samaranth	4.25
15702724	2297	Urthel Samaranth	4.04
15703372	263	Waterloo Strong Dark	3.62
15705407	2298	Waterloo Strong Dark	3.92
15706054	263	White Oak IPA	3.29
15708737	264	Badger Club Amber	2.83
15709231	758	Badger Club Amber	3.25
15709292	819	Badger Club Amber	3.62
15711419	264	Banjo Cat India Black Ale	2.55
15714101	264	Duvel Gefilterd	2.78
15716783	264	Goose Winter Ale	3.46
15716961	442	Goose Winter Ale	3.5
15717061	542	Goose Winter Ale	3.17
15717075	556	Goose Winter Ale	3.28
15717141	622	Goose Winter Ale	3.75
15717219	700	Goose Winter Ale	3.72
15717290	771	Goose Winter Ale	3.74
15717660	1141	Goose Winter Ale	3.75
15718480	1961	Goose Winter Ale	4.16
15718639	2120	Goose Winter Ale	2.23
15719115	2596	Goose Winter Ale	3.52
15719465	264	Leffe Royale	3.47
15720917	1716	Leffe Royale	3.62
15722147	264	Leffe Royale Whitbread Golding	4.18
15724043	2160	Leffe Royale Whitbread Golding	3.65
15724829	264	Leinenkugels Wisconsin Red Pale Ale	2.43
15727511	264	Rolling Rock Extra Pale	1.93
15727613	366	Rolling Rock Extra Pale	3.21
15727623	376	Rolling Rock Extra Pale	2.03
15727655	408	Rolling Rock Extra Pale	2.75
15727750	503	Rolling Rock Extra Pale	3.37
15727825	578	Rolling Rock Extra Pale	2.68
15728019	772	Rolling Rock Extra Pale	3.32
15728120	873	Rolling Rock Extra Pale	3.13
15728348	1101	Rolling Rock Extra Pale	2.09
15728446	1199	Rolling Rock Extra Pale	3.25
15728517	1270	Rolling Rock Extra Pale	2.5
15728537	1290	Rolling Rock Extra Pale	3.83
15728563	1316	Rolling Rock Extra Pale	1.5
15728714	1467	Rolling Rock Extra Pale	3.45
15728736	1489	Rolling Rock Extra Pale	1.0
15728800	1553	Rolling Rock Extra Pale	2.43
15728897	1650	Rolling Rock Extra Pale	3.0
15729038	1791	Rolling Rock Extra Pale	3.68
15729044	1797	Rolling Rock Extra Pale	3.15
15729052	1805	Rolling Rock Extra Pale	2.04
15729337	2090	Rolling Rock Extra Pale	2.54
15730194	265	1793 Barrel Aged Barley Wine	4.5
15732876	265	3 Minutes to Midnight (Cherry, Cocoa & Vanilla)	4.0
15733132	521	3 Minutes to Midnight (Cherry, Cocoa & Vanilla)	3.88
15735558	265	9 Mile	4.0
15736024	731	9 Mile	3.85
15736053	760	9 Mile	3.77
15738240	265	A Stout We Made with Coffee	4.22
15738327	352	A Stout We Made with Coffee	3.7
15738496	521	A Stout We Made with Coffee	4.06
15740456	2481	A Stout We Made with Coffee	4.0
15740922	265	Across The Nation Coast 2 Coast	3.25
15741924	1267	Across The Nation Coast 2 Coast	3.5
15743604	265	Across The Nation La Grande Rivière	3.75
15744606	1267	Across The Nation La Grande Rivière	3.75
15745387	2048	Across The Nation La Grande Rivière	3.84
15746286	265	Across The Nation Singing Sands	4.25
15747288	1267	Across The Nation Singing Sands	3.5
15748069	2048	Across The Nation Singing Sands	3.63
15748968	265	Alpha Orionis	5.0
15749054	351	Alpha Orionis	4.54
15751650	265	Aussie Aussie Aussie Oi-P-A	4.5
15754332	265	Barracks Brown	3.47
15754768	701	Barracks Brown	3.77
15757014	265	Bobasa	4.54
15759696	265	Brasserie Belgoo / Lambiek Fabriek - Belgoo Bikske	4.25
15762378	265	Brasserie De Blaugies / Hill Farmstead - La Vermontoise	4.0
15763024	911	Brasserie De Blaugies / Hill Farmstead - La Vermontoise	3.78
15763397	1284	Brasserie De Blaugies / Hill Farmstead - La Vermontoise	4.39
15764260	2147	Brasserie De Blaugies / Hill Farmstead - La Vermontoise	3.72
15764306	2193	Brasserie De Blaugies / Hill Farmstead - La Vermontoise	4.07
15765060	265	Briney Melon Gose	4.0
15765089	294	Briney Melon Gose	4.18
15765183	388	Briney Melon Gose	3.75
15765185	390	Briney Melon Gose	4.0
15765309	514	Briney Melon Gose	3.77
15765719	924	Briney Melon Gose	3.5
15766790	1995	Briney Melon Gose	3.54
15767742	265	Cantillon Lambic	5.0
15770424	265	Carousel	4.17
15773106	265	Copenhagen Showboat	4.75
15775788	265	Den Herberg Lambik	4.91
15778470	265	Fuyu	4.08
15781152	265	Grandma's Boy 2018	3.85
15783834	265	Hurry Hard	3.0
15786516	265	Hype Blueberry and Pineapple	4.5
15789198	265	Hype Cherry and Boysenberry	4.75
15791112	2179	Hype Cherry and Boysenberry	4.0
15791880	265	Imperial Porter Bourbon Barrel-Aged 2018 Release	4.5
15794562	265	Iron Horse	4.75
15797244	265	Juice Plus	4.5
15799926	265	Krampus	4.25
15802608	265	Liquid Art Fest	4.25
15802908	565	Liquid Art Fest	3.95
15803259	916	Liquid Art Fest	4.0
15803547	1204	Liquid Art Fest	4.38
15804374	2031	Liquid Art Fest	3.98
15804872	2529	Liquid Art Fest	4.44
15805290	265	Mellarium	4.75
15807972	265	Monogamy - Sasquatch	4.0
15810654	265	NEIPULA	4.0
15813336	265	Origin of Darkness - Donut Monster Collab	4.5
15813800	729	Origin of Darkness - Donut Monster Collab	4.06
15814410	1339	Origin of Darkness - Donut Monster Collab	4.49
15815612	2541	Origin of Darkness - Donut Monster Collab	4.04
15816018	265	Play With Fire	4.25
15818700	265	R-100	4.5
15820916	2481	R-100	3.92
15821382	265	Respect Your Elders	4.5
15824064	265	Riddle Of Steel	4.72
15826746	265	Storm Front	3.75
15829428	265	Super Galactic Space Dragon	4.5
15832110	265	Thunderdome	4.5
15834792	265	Transoxonia	4.0
15837474	265	Who Speaks for Earth	4.0
15840157	266	Across The Nation 191 Märzen	4.0
15841158	1267	Across The Nation 191 Märzen	3.75
15841938	2047	Across The Nation 191 Märzen	3.63
15842839	266	Alouette	4.59
15845521	266	Bellwoods / De La Senne - Come What May	4.25
15848203	266	Bring Out The Imp!!	4.5
15850117	2180	Bring Out The Imp!!	3.84
15850419	2482	Bring Out The Imp!!	3.85
15850885	266	Bring Out Your Dead (Cacao & Hazelnut)	4.75
15850971	352	Bring Out Your Dead (Cacao & Hazelnut)	4.0
15853567	266	Ci-Tron	4.75
15856249	266	Collective Project: Barrel-Aged Imperial Porter	4.5
15857250	1267	Collective Project: Barrel-Aged Imperial Porter	4.25
15857257	1274	Collective Project: Barrel-Aged Imperial Porter	4.25
15857919	1936	Collective Project: Barrel-Aged Imperial Porter	3.98
15858162	2179	Collective Project: Barrel-Aged Imperial Porter	4.01
15858931	266	Collective Project: IPA No. 6	3.75
15859933	1268	Collective Project: IPA No. 6	3.75
15861314	2649	Collective Project: IPA No. 6	3.75
15861613	266	Collective Project: Imperial IPA	4.25
15864020	2673	Collective Project: Imperial IPA	3.49
15864295	266	Crime & Châtiment	4.38
15864380	351	Crime & Châtiment	4.27
15866977	266	DDH IPA Citra (2018 Version)	3.56
15868619	1908	DDH IPA Citra (2018 Version)	4.29
15869659	266	Dr. Feelgood IPA	3.5
15872341	266	Fidelis	4.25
15875023	266	Flat Black Jesus	4.5
15877705	266	Foeder-Fermented Grisette	4.5
15877791	352	Foeder-Fermented Grisette	4.36
15879921	2482	Foeder-Fermented Grisette	4.2
15880387	266	Frequency APA	3.5
15883069	266	Girardin Gueuze 1882 (Black Label)	4.03
15883229	426	Girardin Gueuze 1882 (Black Label)	4.48
15883249	446	Girardin Gueuze 1882 (Black Label)	4.41
15883536	733	Girardin Gueuze 1882 (Black Label)	4.04
15883546	743	Girardin Gueuze 1882 (Black Label)	4.35
15884372	1569	Girardin Gueuze 1882 (Black Label)	4.5
15885379	2576	Girardin Gueuze 1882 (Black Label)	4.07
15885751	266	Gueuze Tilquin (Draught Version)	4.75
15888433	266	HORALs Oude Geuze Mega Blend	4.5
15888998	831	HORALs Oude Geuze Mega Blend	4.52
15890462	2295	HORALs Oude Geuze Mega Blend	4.53
15891115	266	Hydro Thunder	4.25
15893797	266	Inkwell	5.0
15896479	266	Jacuzzi with Peter	4.47
15899161	266	Norwegian Kveik Pale Ale	3.78
15901843	266	One Hop Wonder - El Dorado	4.25
15904525	266	One Year Wiser	4.78
15907207	266	Ottawa Jus Soli	4.25
15909889	266	Oude Geuze Barrel Selection Oude Pijpen	4.5
15910947	1324	Oude Geuze Barrel Selection Oude Pijpen	3.99
15912571	266	Petit Mutant	4.75
15915253	266	Spring Surprise	3.75
15917935	266	Starring Galaxy	4.5
15920617	266	Ta Pire	4.5
15923299	266	Ta Plus Meilleure (Pêches)	4.0
15925981	266	The Legend of Citra	4.5
15928197	2482	The Legend of Citra	4.25
15928663	266	Tropical Platypus	4.5
15930101	1704	Tropical Platypus	4.63
15930264	1867	Tropical Platypus	3.3
15930609	2212	Tropical Platypus	4.54
15931345	266	Vidale	4.0
15934027	266	White Picket Fence (Peach)	4.25
15936709	266	bleep bloop	3.75
15939392	267	Belhaven 90/~ Wee Heavy	4.2
15940395	1270	Belhaven 90/~ Wee Heavy	4.34
15940528	1403	Belhaven 90/~ Wee Heavy	4.34
15940628	1503	Belhaven 90/~ Wee Heavy	4.0
15940964	1839	Belhaven 90/~ Wee Heavy	4.12
15941781	2656	Belhaven 90/~ Wee Heavy	4.86
15942076	269	#009 Bleeding Heart	3.06
15944758	269	Addlepated Ale	4.23
15947440	269	Armory XPA Experimental Pale Ale	3.95
15947966	795	Armory XPA Experimental Pale Ale	3.94
15948881	1710	Armory XPA Experimental Pale Ale	4.5
15949619	2448	Armory XPA Experimental Pale Ale	2.04
15950122	269	Autumnal Fire	4.27
15950482	629	Autumnal Fire	4.12
15951742	1889	Autumnal Fire	3.84
15951908	2055	Autumnal Fire	3.84
15952232	2379	Autumnal Fire	4.0
15952804	269	Bedlam	4.0
15954265	1730	Bedlam	4.25
15954915	2380	Bedlam	4.68
15955136	2601	Bedlam	4.24
15955486	269	Beer Line	4.14
15958168	269	Bent Tuba	4.46
15960850	269	Bunyan Badger Brown Ale	4.19
15963532	269	Dragonhosen	3.74
15963557	294	Dragonhosen	3.75
15966214	269	Festivity Ale	4.18
15966487	542	Festivity Ale	3.75
15968006	2061	Festivity Ale	3.74
15968896	269	Frères - Bluebird	4.56
15971578	269	Gluttony Oktoberfest	4.0
15974260	269	Green Chop Session IPA	3.73
15976942	269	Marble Eye	3.69
15979624	269	Neapolitan Milk Stout	3.31
15979662	307	Neapolitan Milk Stout	3.75
15979929	574	Neapolitan Milk Stout	2.6
15979963	608	Neapolitan Milk Stout	4.1
15980000	645	Neapolitan Milk Stout	4.46
15980002	647	Neapolitan Milk Stout	4.02
15980426	1071	Neapolitan Milk Stout	3.85
15980599	1244	Neapolitan Milk Stout	4.6
15980646	1291	Neapolitan Milk Stout	4.25
15981149	1794	Neapolitan Milk Stout	4.0
15981482	2127	Neapolitan Milk Stout	2.92
15981822	2467	Neapolitan Milk Stout	3.86
15981883	2528	Neapolitan Milk Stout	3.75
15981918	2563	Neapolitan Milk Stout	3.81
15982306	269	Old Chub - Scottish Style Ale	4.44
15982565	528	Old Chub - Scottish Style Ale	4.69
15982579	542	Old Chub - Scottish Style Ale	4.05
15982697	660	Old Chub - Scottish Style Ale	3.5
15982917	880	Old Chub - Scottish Style Ale	4.25
15983094	1057	Old Chub - Scottish Style Ale	3.84
15983132	1095	Old Chub - Scottish Style Ale	4.5
15983175	1138	Old Chub - Scottish Style Ale	3.0
15983203	1166	Old Chub - Scottish Style Ale	4.25
15983313	1276	Old Chub - Scottish Style Ale	3.99
15983353	1316	Old Chub - Scottish Style Ale	4.68
15983504	1467	Old Chub - Scottish Style Ale	4.36
15983524	1487	Old Chub - Scottish Style Ale	4.37
15983560	1523	Old Chub - Scottish Style Ale	3.95
15983632	1595	Old Chub - Scottish Style Ale	4.04
15983686	1649	Old Chub - Scottish Style Ale	5.0
15983864	1827	Old Chub - Scottish Style Ale	4.61
15984116	2079	Old Chub - Scottish Style Ale	4.0
15984133	2096	Old Chub - Scottish Style Ale	4.11
15984196	2159	Old Chub - Scottish Style Ale	4.1
15984213	2176	Old Chub - Scottish Style Ale	3.27
15984251	2214	Old Chub - Scottish Style Ale	3.75
15984278	2241	Old Chub - Scottish Style Ale	4.1
15984304	2267	Old Chub - Scottish Style Ale	3.75
15984318	2281	Old Chub - Scottish Style Ale	4.48
15984395	2358	Old Chub - Scottish Style Ale	3.74
15984485	2448	Old Chub - Scottish Style Ale	3.5
15984988	269	Old Chub NITRO	4.52
15985775	1056	Old Chub NITRO	4.18
15985898	1179	Old Chub NITRO	4.25
15986190	1471	Old Chub NITRO	3.6
15986320	1601	Old Chub NITRO	4.38
15986932	2213	Old Chub NITRO	4.04
15987670	269	Onyx Black Ale	3.75
15990352	269	Perky Porter	4.13
15992125	2042	Perky Porter	4.1
15993034	269	Point Classic Amber	2.5
15993248	483	Point Classic Amber	3.16
15993585	820	Point Classic Amber	3.09
15993856	1091	Point Classic Amber	3.32
15995716	269	Squatters Wee Peat	3.84
15997895	2448	Squatters Wee Peat	2.62
15998398	269	The Ogden	4.44
16000014	1885	The Ogden	3.01
16001080	269	Weltenburger Kloster Asam-Bock	4.36
16001476	665	Weltenburger Kloster Asam-Bock	3.65
16002808	1997	Weltenburger Kloster Asam-Bock	4.03
16003109	2298	Weltenburger Kloster Asam-Bock	4.27
16003320	2509	Weltenburger Kloster Asam-Bock	3.89
16003330	2519	Weltenburger Kloster Asam-Bock	3.45
16003763	270	Nude Beach	3.5
16006445	270	Point Belgian White	3.25
16009127	270	Point Cascade Pale Ale	3.5
16011809	270	White Cap	3.5
16014492	271	Big Cranky Double IPA	3.88
16014510	289	Big Cranky Double IPA	3.94
16014595	374	Big Cranky Double IPA	3.77
16014814	593	Big Cranky Double IPA	4.0
16015681	1460	Big Cranky Double IPA	4.63
16015749	1528	Big Cranky Double IPA	3.98
16016072	1851	Big Cranky Double IPA	3.75
16016582	2361	Big Cranky Double IPA	3.98
16016619	2398	Big Cranky Double IPA	3.79
16016866	2645	Big Cranky Double IPA	3.78
16016871	2650	Big Cranky Double IPA	3.68
16017174	271	Bink Bloesem (Bloesembink)	3.65
16019856	271	Blackberry Berliner Weiss	3.58
16022538	271	Cristal	2.5
16023260	993	Cristal	3.14
16025220	271	Cuvee Freddy	3.79
16027902	271	Henry's Farm Double Bock	3.75
16030584	271	Hopstillo IPA	3.59
16031634	1321	Hopstillo IPA	1.99
16033266	271	Hugh Malone	4.1
16033385	390	Hugh Malone	4.0
16033455	460	Hugh Malone	4.02
16035948	271	Not Your Father's Ginger Ale	3.53
16037310	1633	Not Your Father's Ginger Ale	3.62
16038630	271	Organic Raspberry	4.1
16038851	492	Organic Raspberry	3.0
16040931	2572	Organic Raspberry	4.19
16041312	271	Oude Gueuze Cuvée René	4.27
16041414	373	Oude Gueuze Cuvée René	4.02
16041638	597	Oude Gueuze Cuvée René	4.23
16041905	864	Oude Gueuze Cuvée René	4.18
16042292	1251	Oude Gueuze Cuvée René	4.04
16042392	1351	Oude Gueuze Cuvée René	1.52
16042525	1484	Oude Gueuze Cuvée René	4.5
16042549	1508	Oude Gueuze Cuvée René	3.94
16043311	2270	Oude Gueuze Cuvée René	4.3
16043416	2375	Oude Gueuze Cuvée René	4.73
16043424	2383	Oude Gueuze Cuvée René	4.25
16043520	2479	Oude Gueuze Cuvée René	4.35
16043540	2499	Oude Gueuze Cuvée René	4.1
16043994	271	Porter's Porter	3.5
16044429	706	Porter's Porter	4.02
16046676	271	Pour Judgement IPA	3.81
16047749	1344	Pour Judgement IPA	3.36
16047945	1540	Pour Judgement IPA	4.03
16049358	271	Samuel Adams Cream Stout	3.82
16049652	565	Samuel Adams Cream Stout	3.63
16050164	1077	Samuel Adams Cream Stout	4.04
16050897	1810	Samuel Adams Cream Stout	3.11
16050951	1864	Samuel Adams Cream Stout	3.75
16050979	1892	Samuel Adams Cream Stout	3.75
16051590	2503	Samuel Adams Cream Stout	4.0
16051622	2535	Samuel Adams Cream Stout	3.25
16051626	2539	Samuel Adams Cream Stout	4.14
16052040	271	Samuel Adams Latitude 48 Deconstructed IPA - Mosaic (2013)	3.47
16054722	271	Samuel Adams Rebel IPA	3.38
16054753	302	Samuel Adams Rebel IPA	1.88
16054934	483	Samuel Adams Rebel IPA	3.48
16055126	675	Samuel Adams Rebel IPA	3.09
16055141	690	Samuel Adams Rebel IPA	3.95
16055222	771	Samuel Adams Rebel IPA	3.87
16055224	773	Samuel Adams Rebel IPA	4.06
16055331	880	Samuel Adams Rebel IPA	3.5
16055389	938	Samuel Adams Rebel IPA	4.0
16055396	945	Samuel Adams Rebel IPA	3.75
16055409	958	Samuel Adams Rebel IPA	3.5
16055530	1079	Samuel Adams Rebel IPA	1.0
16055544	1093	Samuel Adams Rebel IPA	4.02
16055758	1307	Samuel Adams Rebel IPA	3.59
16055919	1468	Samuel Adams Rebel IPA	4.06
16056047	1596	Samuel Adams Rebel IPA	3.56
16056101	1650	Samuel Adams Rebel IPA	2.0
16056160	1709	Samuel Adams Rebel IPA	4.54
16056208	1757	Samuel Adams Rebel IPA	3.11
16056256	1805	Samuel Adams Rebel IPA	3.26
16056303	1852	Samuel Adams Rebel IPA	3.75
16056803	2352	Samuel Adams Rebel IPA	4.21
16056813	2362	Samuel Adams Rebel IPA	3.74
16056891	2440	Samuel Adams Rebel IPA	3.06
16056892	2441	Samuel Adams Rebel IPA	3.69
16056899	2448	Samuel Adams Rebel IPA	2.11
16056947	2496	Samuel Adams Rebel IPA	3.69
16056964	2513	Samuel Adams Rebel IPA	4.14
16057005	2554	Samuel Adams Rebel IPA	3.75
16057404	271	Tanker Truck Series: Sauvignon Blanc Gose	4.04
16057434	301	Tanker Truck Series: Sauvignon Blanc Gose	3.79
16058287	1154	Tanker Truck Series: Sauvignon Blanc Gose	4.0
16059605	2472	Tanker Truck Series: Sauvignon Blanc Gose	3.85
16060086	271	The IPA	4.13
16060351	536	The IPA	4.08
16060487	672	The IPA	4.1
16061159	1344	The IPA	4.78
16061160	1345	The IPA	4.32
16062769	272	3 Palmas	3.34
16065451	272	Curiosity Fourteen	4.5
16065993	814	Curiosity Fourteen	4.47
16068133	272	Foster's Lager	3.25
